neighbourhood,crime_type,year,population,crime_count,crime_rate
Cabbagetown-South St. James Town,Break and Enter,2018,12655,41,331.5811
Cabbagetown-South St. James Town,Break and Enter,2019,12655,111,887.1483
Cabbagetown-South St. James Town,Break and Enter,2020,12655,71,561.0431
Cabbagetown-South St. James Town,Homicide,2014,12655,4,32.60780957039211
Cabbagetown-South St. James Town,Homicide,2015,12655,1,8.225714
Cabbagetown-South St. James Town,Homicide,2016,12655,0,0.0
Cabbagetown-South St. James Town,Homicide,2017,12655,0,0.0
Cabbagetown-South St. James Town,Homicide,2018,12655,0,0.0
Cabbagetown-South St. James Town,Homicide,2019,12655,0,0.0
Cabbagetown-South St. James Town,Homicide,2020,12655,1,7.902015
Cabbagetown-South St. James Town,Robbery,2014,12655,12,97.82343
Cabbagetown-South St. James Town,Robbery,2016,12655,25,206.8167
Cabbagetown-South St. James Town,Robbery,2017,12655,45,368.2186
Cabbagetown-South St. James Town,Robbery,2018,12655,34,274.9697
Cabbagetown-South St. James Town,Robbery,2019,12655,17,135.8696
Cabbagetown-South St. James Town,Robbery,2020,12655,16,126.4322
Cabbagetown-South St. James Town,Shootings,2015,12655,0,0.0
Cabbagetown-South St. James Town,Shootings,2016,12655,0,0.0
Cabbagetown-South St. James Town,Shootings,2017,12655,1,8.182636
Cabbagetown-South St. James Town,Shootings,2018,12655,3,24.26203
Cabbagetown-South St. James Town,Shootings,2019,12655,0,0.0
Cabbagetown-South St. James Town,Shootings,2020,12655,1,7.902015
Cabbagetown-South St. James Town,Theft Over,2014,12655,3,24.45586
Cabbagetown-South St. James Town,Theft Over,2015,12655,5,41.12857
Cabbagetown-South St. James Town,Theft Over,2016,12655,7,57.908669999999994
Cabbagetown-South St. James Town,Theft Over,2017,12655,7,57.27845
Cabbagetown-South St. James Town,Theft Over,2018,12655,5,40.43672
Cabbagetown-South St. James Town,Theft Over,2019,12655,4,31.969309999999997
Cabbagetown-South St. James Town,Theft Over,2020,12655,3,23.70605
Caledonia-Fairbank,Assault,2014,10729,56,546.2349
Caledonia-Fairbank,Assault,2015,10729,57,555.6639
Caledonia-Fairbank,Assault,2016,10729,59,573.2608
Caledonia-Fairbank,Assault,2017,10729,68,653.9719
Caledonia-Fairbank,Assault,2018,10729,59,561.21
Caledonia-Fairbank,Assault,2019,10729,74,696.6673
Caledonia-Fairbank,Assault,2020,10729,50,466.0266
Caledonia-Fairbank,Auto Theft,2014,10729,9,87.78775
Caledonia-Fairbank,Auto Theft,2015,10729,4,38.993959999999994
Caledonia-Fairbank,Auto Theft,2016,10729,10,97.16284
Caledonia-Fairbank,Auto Theft,2017,10729,6,57.7034
Caledonia-Fairbank,Auto Theft,2018,10729,11,104.6324
Caledonia-Fairbank,Auto Theft,2019,10729,9,84.7298
Caledonia-Fairbank,Auto Theft,2020,10729,8,74.56426
Caledonia-Fairbank,Break and Enter,2014,10729,28,273.1174
Caledonia-Fairbank,Break and Enter,2015,10729,19,185.2213
Caledonia-Fairbank,Break and Enter,2016,10729,13,126.3117
Caledonia-Fairbank,Break and Enter,2017,10729,10,96.17234
Caledonia-Fairbank,Break and Enter,2018,10729,9,85.60829
Caledonia-Fairbank,Break and Enter,2019,10729,9,84.7298
Caledonia-Fairbank,Break and Enter,2020,10729,10,93.20533
Caledonia-Fairbank,Homicide,2014,10729,0,0.0
Caledonia-Fairbank,Homicide,2015,10729,0,0.0
Caledonia-Fairbank,Homicide,2016,10729,0,0.0
Caledonia-Fairbank,Homicide,2017,10729,0,0.0
Caledonia-Fairbank,Homicide,2018,10729,0,0.0
Caledonia-Fairbank,Homicide,2019,10729,0,0.0
Caledonia-Fairbank,Homicide,2020,10729,0,0.0
Caledonia-Fairbank,Robbery,2014,10729,11,107.2961
Caledonia-Fairbank,Robbery,2016,10729,13,126.3117
Caledonia-Fairbank,Robbery,2017,10729,9,86.55511
Caledonia-Fairbank,Robbery,2018,10729,9,85.60829
Caledonia-Fairbank,Robbery,2019,10729,15,141.2163
Caledonia-Fairbank,Robbery,2020,10729,8,74.56426
Caledonia-Fairbank,Shootings,2015,10729,1,9.748489
Caledonia-Fairbank,Shootings,2016,10729,1,9.716285
Caledonia-Fairbank,Shootings,2017,10729,1,9.617234
Caledonia-Fairbank,Shootings,2018,10729,4,38.04813
Caledonia-Fairbank,Shootings,2019,10729,0,0.0
Caledonia-Fairbank,Shootings,2020,10729,2,18.641070000000003
Caledonia-Fairbank,Theft Over,2014,10729,5,48.77097
Caledonia-Fairbank,Theft Over,2015,10729,1,9.748489
Caledonia-Fairbank,Theft Over,2016,10729,1,9.716285
Caledonia-Fairbank,Theft Over,2017,10729,1,9.617234
Caledonia-Fairbank,Theft Over,2018,10729,1,9.512033
Caledonia-Fairbank,Theft Over,2019,10729,2,18.82885
Caledonia-Fairbank,Theft Over,2020,10729,2,18.641070000000003
Casa Loma,Assault,2014,12334,26,233.9392
Casa Loma,Assault,2015,12334,35,312.7793
Casa Loma,Assault,2016,12334,43,380.531
Casa Loma,Assault,2017,12334,34,294.5253
Casa Loma,Assault,2018,12334,44,372.3449
Casa Loma,Assault,2019,12334,54,447.3531
Casa Loma,Assault,2020,12334,61,494.5679
Casa Loma,Auto Theft,2014,12334,3,26.99298
Casa Loma,Auto Theft,2015,12334,3,26.80965
Casa Loma,Auto Theft,2016,12334,5,44.24779
Casa Loma,Auto Theft,2017,12334,8,69.30006999999999
Casa Loma,Auto Theft,2018,12334,18,152.3229
Casa Loma,Auto Theft,2019,12334,6,49.70591
Casa Loma,Auto Theft,2020,12334,18,145.9381
Casa Loma,Break and Enter,2014,12334,32,287.9251
Casa Loma,Break and Enter,2015,12334,24,214.4772
Casa Loma,Break and Enter,2016,12334,19,168.1416
Casa Loma,Break and Enter,2017,12334,27,233.8877
Casa Loma,Break and Enter,2018,12334,23,194.6348
Casa Loma,Break and Enter,2019,12334,34,281.6668
Casa Loma,Break and Enter,2020,12334,36,291.8761
Casa Loma,Homicide,2014,12334,0,0.0
Casa Loma,Homicide,2015,12334,0,0.0
Casa Loma,Homicide,2016,12334,0,0.0
Casa Loma,Homicide,2017,12334,0,0.0
Casa Loma,Homicide,2018,12334,0,0.0
Casa Loma,Homicide,2019,12334,0,0.0
Casa Loma,Homicide,2020,12334,0,0.0
Casa Loma,Robbery,2014,12334,8,71.98129
Casa Loma,Robbery,2016,12334,1,8.849558
Casa Loma,Robbery,2017,12334,10,86.62508000000001
Casa Loma,Robbery,2018,12334,6,50.77431
Casa Loma,Robbery,2019,12334,8,66.27454
Casa Loma,Robbery,2020,12334,3,24.32301
Casa Loma,Shootings,2015,12334,0,0.0
Casa Loma,Shootings,2016,12334,0,0.0
Casa Loma,Shootings,2017,12334,0,0.0
Casa Loma,Shootings,2018,12334,0,0.0
Casa Loma,Shootings,2019,12334,0,0.0
Casa Loma,Shootings,2020,12334,0,0.0
Casa Loma,Theft Over,2014,12334,4,35.99064
Casa Loma,Theft Over,2015,12334,5,44.68275
Casa Loma,Theft Over,2016,12334,7,61.9469
Casa Loma,Theft Over,2017,12334,7,60.63756
Casa Loma,Theft Over,2018,12334,2,16.924770000000002
Casa Loma,Theft Over,2019,12334,2,16.56864
Casa Loma,Theft Over,2020,12334,6,48.64602
Centennial Scarborough,Assault,2014,14672,52,381.6794
Centennial Scarborough,Assault,2015,14672,38,277.981
Centennial Scarborough,Assault,2016,14672,49,356.7268
Centennial Scarborough,Assault,2017,14672,47,336.62800000000004
Centennial Scarborough,Assault,2018,14672,46,323.8297
Centennial Scarborough,Assault,2019,14672,49,339.4057
Centennial Scarborough,Assault,2020,14672,46,313.5224
Centennial Scarborough,Auto Theft,2014,14672,8,58.71991
Centennial Scarborough,Auto Theft,2015,14672,7,51.20702
Centennial Scarborough,Auto Theft,2016,14672,5,36.4007
Centennial Scarborough,Auto Theft,2017,14672,8,57.29838
Centennial Scarborough,Auto Theft,2018,14672,10,70.39775
Centennial Scarborough,Auto Theft,2019,14672,20,138.5329
Centennial Scarborough,Auto Theft,2020,14672,10,68.15704000000001
Centennial Scarborough,Break and Enter,2014,14672,13,95.41985
Centennial Scarborough,Break and Enter,2015,14672,15,109.7293
Centennial Scarborough,Break and Enter,2016,14672,18,131.0425
Centennial Scarborough,Break and Enter,2017,14672,23,164.7328
Centennial Scarborough,Break and Enter,2018,14672,16,112.6364
Centennial Scarborough,Break and Enter,2019,14672,29,200.8728
Centennial Scarborough,Break and Enter,2020,14672,8,54.52563000000001
Centennial Scarborough,Homicide,2014,14672,0,0.0
Centennial Scarborough,Homicide,2015,14672,0,0.0
Centennial Scarborough,Homicide,2016,14672,0,0.0
Centennial Scarborough,Homicide,2017,14672,1,7.162298
Centennial Scarborough,Homicide,2018,14672,0,0.0
Centennial Scarborough,Homicide,2019,14672,0,0.0
Centennial Scarborough,Homicide,2020,14672,0,0.0
Centennial Scarborough,Robbery,2014,14672,9,66.05989
Centennial Scarborough,Robbery,2016,14672,11,80.08154
Centennial Scarborough,Robbery,2017,14672,7,50.13609
Centennial Scarborough,Robbery,2018,14672,6,42.23865
Centennial Scarborough,Robbery,2019,14672,1,6.926647
Centennial Scarborough,Robbery,2020,14672,3,20.44711
Centennial Scarborough,Shootings,2015,14672,0,0.0
Centennial Scarborough,Shootings,2016,14672,2,14.56028
Centennial Scarborough,Shootings,2017,14672,0,0.0
Centennial Scarborough,Shootings,2018,14672,0,0.0
Centennial Scarborough,Shootings,2019,14672,1,6.926647
Centennial Scarborough,Shootings,2020,14672,1,6.815703
Centennial Scarborough,Theft Over,2014,14672,1,7.339988000000001
Centennial Scarborough,Theft Over,2015,14672,1,7.315289
Centennial Scarborough,Theft Over,2016,14672,1,7.280139999999999
Centennial Scarborough,Theft Over,2017,14672,4,28.64919
Centennial Scarborough,Theft Over,2018,14672,2,14.07955
Centennial Scarborough,Theft Over,2019,14672,3,20.77994
Centennial Scarborough,Theft Over,2020,14672,1,6.815703
Church-Yonge Corridor,Assault,2014,39279,536,1691.545
Church-Yonge Corridor,Assault,2015,39279,551,1712.563
Church-Yonge Corridor,Assault,2016,39279,594,1808.274
Church-Yonge Corridor,Assault,2017,39279,750,2181.2470000000003
Church-Yonge Corridor,Assault,2018,39279,810,2249.688
Church-Yonge Corridor,Assault,2019,39279,911,2421.777
Church-Yonge Corridor,Assault,2020,39279,761,1937.422
Church-Yonge Corridor,Auto Theft,2014,39279,30,94.67605
Church-Yonge Corridor,Auto Theft,2015,39279,26,80.81059
Church-Yonge Corridor,Auto Theft,2016,39279,26,79.15005
Church-Yonge Corridor,Auto Theft,2017,39279,26,75.61657
Church-Yonge Corridor,Auto Theft,2018,39279,72,199.9722
Church-Yonge Corridor,Auto Theft,2019,39279,56,148.8689
Church-Yonge Corridor,Auto Theft,2020,39279,30,76.37669
Church-Yonge Corridor,Break and Enter,2014,39279,148,467.0685
Church-Yonge Corridor,Break and Enter,2015,39279,155,481.7555
Church-Yonge Corridor,Break and Enter,2016,39279,146,444.458
Church-Yonge Corridor,Break and Enter,2017,39279,199,578.7576
Church-Yonge Corridor,Break and Enter,2018,39279,202,561.0332
Church-Yonge Corridor,Break and Enter,2019,39279,309,821.4371
Church-Yonge Corridor,Break and Enter,2020,39279,241,613.5594
Church-Yonge Corridor,Homicide,2014,39279,1,3.1558683371729703
Church-Yonge Corridor,Homicide,2015,39279,2,6.216199
Church-Yonge Corridor,Homicide,2016,39279,3,9.132698
Church-Yonge Corridor,Homicide,2017,39279,1,2.908329
Church-Yonge Corridor,Homicide,2018,39279,2,2.777392
Church-Yonge Corridor,Homicide,2019,39279,1,2.658373
Church-Yonge Corridor,Homicide,2020,39279,0,0.0
Church-Yonge Corridor,Robbery,2014,39279,126,397.6394
Church-Yonge Corridor,Robbery,2016,39279,140,426.1926
Church-Yonge Corridor,Robbery,2017,39279,151,439.1577
Church-Yonge Corridor,Robbery,2018,39279,189,524.9271
Church-Yonge Corridor,Robbery,2019,39279,149,396.0975
Church-Yonge Corridor,Robbery,2020,39279,138,351.3328
Church-Yonge Corridor,Shootings,2015,39279,3,9.324299
Church-Yonge Corridor,Shootings,2016,39279,2,6.088465
Church-Yonge Corridor,Shootings,2017,39279,0,0.0
Church-Yonge Corridor,Shootings,2018,39279,1,2.777392
Church-Yonge Corridor,Shootings,2019,39279,4,10.63349
Church-Yonge Corridor,Shootings,2020,39279,2,5.091779
Church-Yonge Corridor,Theft Over,2014,39279,33,104.1437
Church-Yonge Corridor,Theft Over,2015,39279,16,49.7296
Church-Yonge Corridor,Theft Over,2016,39279,41,124.8135
Church-Yonge Corridor,Theft Over,2017,39279,30,87.24989000000001
Church-Yonge Corridor,Theft Over,2018,39279,41,113.8731
Church-Yonge Corridor,Theft Over,2019,39279,41,108.9933
Church-Yonge Corridor,Theft Over,2020,39279,44,112.0191
Clairlea-Birchmount,Assault,2014,29302,244,905.2124
Clairlea-Birchmount,Assault,2015,29302,252,921.5916
Clairlea-Birchmount,Assault,2016,29302,235,843.8061
Clairlea-Birchmount,Assault,2017,29302,243,862.1301
Clairlea-Birchmount,Assault,2018,29302,281,983.4803
Clairlea-Birchmount,Assault,2019,29302,287,991.5014
Clairlea-Birchmount,Assault,2020,29302,184,627.9435
Clairlea-Birchmount,Auto Theft,2014,29302,42,155.8152
Clairlea-Birchmount,Auto Theft,2015,29302,27,98.74195
Clairlea-Birchmount,Auto Theft,2016,29302,45,161.5799
Clairlea-Birchmount,Auto Theft,2017,29302,37,131.2708
Clairlea-Birchmount,Auto Theft,2018,29302,46,160.9968
Clairlea-Birchmount,Auto Theft,2019,29302,67,231.4655
Clairlea-Birchmount,Auto Theft,2020,29302,49,167.2241
Clairlea-Birchmount,Break and Enter,2014,29302,129,478.5754
Clairlea-Birchmount,Break and Enter,2015,29302,115,420.5676
Clairlea-Birchmount,Break and Enter,2016,29302,87,312.3878
Clairlea-Birchmount,Break and Enter,2017,29302,102,361.8818
Clairlea-Birchmount,Break and Enter,2018,29302,65,227.4955
Clairlea-Birchmount,Break and Enter,2019,29302,65,224.5561
Clairlea-Birchmount,Break and Enter,2020,29302,60,204.7642
Clairlea-Birchmount,Homicide,2014,29302,0,0.0
Clairlea-Birchmount,Homicide,2015,29302,2,7.314219
Clairlea-Birchmount,Homicide,2016,29302,1,3.590664
Clairlea-Birchmount,Homicide,2017,29302,0,0.0
Clairlea-Birchmount,Homicide,2018,29302,3,3.4999300000000004
Clairlea-Birchmount,Homicide,2019,29302,1,3.454709
Clairlea-Birchmount,Homicide,2020,29302,1,3.412736
Clairlea-Birchmount,Robbery,2014,29302,46,170.6548
Clairlea-Birchmount,Robbery,2016,29302,43,154.3986
Clairlea-Birchmount,Robbery,2017,29302,56,198.6802
Clairlea-Birchmount,Robbery,2018,29302,27,94.49811
Clairlea-Birchmount,Robbery,2019,29302,35,120.9148
Clairlea-Birchmount,Robbery,2020,29302,30,102.3821
Clairlea-Birchmount,Shootings,2015,29302,5,18.28555
Clairlea-Birchmount,Shootings,2016,29302,0,0.0
Clairlea-Birchmount,Shootings,2017,29302,0,0.0
Clairlea-Birchmount,Shootings,2018,29302,6,20.99958
Clairlea-Birchmount,Shootings,2019,29302,3,10.36413
Clairlea-Birchmount,Shootings,2020,29302,2,6.825473
Clairlea-Birchmount,Theft Over,2014,29302,4,14.83955
Clairlea-Birchmount,Theft Over,2015,29302,15,54.856640000000006
Clairlea-Birchmount,Theft Over,2016,29302,18,64.63195999999999
Clairlea-Birchmount,Theft Over,2017,29302,7,24.83502
Clairlea-Birchmount,Theft Over,2018,29302,12,41.99916
Clairlea-Birchmount,Theft Over,2019,29302,14,48.36592
Clairlea-Birchmount,Theft Over,2020,29302,6,20.47642
Clanton Park,Assault,2014,18742,75,461.1979
Clanton Park,Assault,2015,18742,64,385.3797
Clanton Park,Assault,2016,18742,57,335.097
Clanton Park,Assault,2017,18742,56,321.2299
Clanton Park,Assault,2018,18742,80,447.5274
Clanton Park,Assault,2019,18742,86,469.8683
Clanton Park,Assault,2020,18742,82,437.52
Clanton Park,Auto Theft,2014,18742,69,424.3021
Clanton Park,Auto Theft,2015,18742,29,174.6252
Clanton Park,Auto Theft,2016,18742,50,293.9447
Clanton Park,Auto Theft,2017,18742,28,160.6149
Clanton Park,Auto Theft,2018,18742,40,223.7637
Clanton Park,Auto Theft,2019,18742,43,234.9342
Clanton Park,Auto Theft,2020,18742,44,234.7668
Clanton Park,Break and Enter,2014,18742,61,375.1076
Clanton Park,Break and Enter,2015,18742,44,264.9485
Clanton Park,Break and Enter,2016,18742,41,241.0347
Clanton Park,Break and Enter,2017,18742,54,309.7574
Clanton Park,Break and Enter,2018,18742,52,290.8928
Clanton Park,Break and Enter,2019,18742,44,240.3978
Clanton Park,Break and Enter,2020,18742,33,176.0751
Clanton Park,Homicide,2014,18742,0,0.0
Clanton Park,Homicide,2015,18742,0,0.0
Clanton Park,Homicide,2016,18742,1,5.878895
Clanton Park,Homicide,2017,18742,0,0.0
Clanton Park,Homicide,2018,18742,0,0.0
Clanton Park,Homicide,2019,18742,0,0.0
Clanton Park,Homicide,2020,18742,0,0.0
Clanton Park,Robbery,2014,18742,7,43.04514
Clanton Park,Robbery,2016,18742,4,23.51558
Clanton Park,Robbery,2017,18742,13,74.57121
Clanton Park,Robbery,2018,18742,11,61.53502
Clanton Park,Robbery,2019,18742,12,65.56302
Clanton Park,Robbery,2020,18742,16,85.36976
Clanton Park,Shootings,2015,18742,2,12.04311
Clanton Park,Shootings,2016,18742,0,0.0
Clanton Park,Shootings,2017,18742,1,5.736248000000001
Clanton Park,Shootings,2018,18742,0,0.0
Clanton Park,Shootings,2019,18742,1,5.463585
Clanton Park,Shootings,2020,18742,3,16.006829999999997
Clanton Park,Theft Over,2014,18742,5,30.74652
Clanton Park,Theft Over,2015,18742,6,36.12934
Clanton Park,Theft Over,2016,18742,6,35.27337
Clanton Park,Theft Over,2017,18742,5,28.681240000000003
Clanton Park,Theft Over,2018,18742,9,50.34683
Clanton Park,Theft Over,2019,18742,4,21.85434
Clanton Park,Theft Over,2020,18742,5,26.67805
Cliffcrest,Assault,2014,17715,81,497.3902
Cliffcrest,Assault,2015,17715,99,606.8408
Cliffcrest,Assault,2016,17715,110,671.5917
Cliffcrest,Assault,2017,17715,119,712.4468
Cliffcrest,Assault,2018,17715,138,809.3367
Cliffcrest,Assault,2019,17715,137,787.9904
Cliffcrest,Assault,2020,17715,111,626.5876
Cliffcrest,Auto Theft,2014,17715,17,104.3905
Cliffcrest,Auto Theft,2015,17715,13,79.68616
Cliffcrest,Auto Theft,2016,17715,10,61.05379
Cliffcrest,Auto Theft,2017,17715,18,107.7651
Cliffcrest,Auto Theft,2018,17715,23,134.8895
Cliffcrest,Auto Theft,2019,17715,19,109.2833
Cliffcrest,Auto Theft,2020,17715,19,107.2537
Cliffcrest,Break and Enter,2014,17715,42,257.906
Cliffcrest,Break and Enter,2015,17715,58,355.5229
Cliffcrest,Break and Enter,2016,17715,59,360.2173
Cliffcrest,Break and Enter,2017,17715,36,215.5302
Cliffcrest,Break and Enter,2018,17715,53,310.8322
Cliffcrest,Break and Enter,2019,17715,46,264.5807
Cliffcrest,Break and Enter,2020,17715,36,203.2176
Cliffcrest,Homicide,2014,17715,0,0.0
Cliffcrest,Homicide,2015,17715,1,6.129704
Cliffcrest,Homicide,2016,17715,0,0.0
Cliffcrest,Homicide,2017,17715,0,0.0
Cliffcrest,Homicide,2018,17715,1,5.864758
Cliffcrest,Homicide,2019,17715,1,5.751754
Cliffcrest,Homicide,2020,17715,0,0.0
Cliffcrest,Robbery,2014,17715,27,165.7968
Cliffcrest,Robbery,2016,17715,25,152.6345
Cliffcrest,Robbery,2017,17715,33,197.5693
Cliffcrest,Robbery,2018,17715,15,87.97138000000001
Cliffcrest,Robbery,2019,17715,29,166.8009
Cliffcrest,Robbery,2020,17715,23,129.8335
Cliffcrest,Shootings,2015,17715,2,12.25941
Cliffcrest,Shootings,2016,17715,0,0.0
Cliffcrest,Shootings,2017,17715,0,0.0
Cliffcrest,Shootings,2018,17715,1,5.864758
Cliffcrest,Shootings,2019,17715,1,5.751754
Cliffcrest,Shootings,2020,17715,2,11.28987
Cliffcrest,Theft Over,2014,17715,4,24.562479999999997
Cliffcrest,Theft Over,2015,17715,5,30.64852
Cliffcrest,Theft Over,2016,17715,3,18.31614
Cliffcrest,Theft Over,2017,17715,7,41.908640000000005
Cliffcrest,Theft Over,2018,17715,3,17.594279999999998
Cliffcrest,Theft Over,2019,17715,3,17.25526
Cliffcrest,Theft Over,2020,17715,9,50.8044
Corso Italia-Davenport,Assault,2014,15139,74,511.3676
Corso Italia-Davenport,Assault,2015,15139,88,605.1021
Corso Italia-Davenport,Assault,2016,15139,71,485.1384
Corso Italia-Davenport,Assault,2017,15139,94,636.8564
Corso Italia-Davenport,Assault,2018,15139,93,624.2449
Corso Italia-Davenport,Assault,2019,15139,93,618.8448
Corso Italia-Davenport,Assault,2020,15139,89,587.8856
Corso Italia-Davenport,Auto Theft,2014,15139,15,103.6556
Corso Italia-Davenport,Auto Theft,2015,15139,10,68.7616
Corso Italia-Davenport,Auto Theft,2016,15139,8,54.66348000000001
Corso Italia-Davenport,Auto Theft,2017,15139,13,88.07588
Corso Italia-Davenport,Auto Theft,2018,15139,11,73.83541
Corso Italia-Davenport,Auto Theft,2019,15139,16,106.4679
Corso Italia-Davenport,Auto Theft,2020,15139,14,92.47639
Corso Italia-Davenport,Break and Enter,2014,15139,29,200.4008
Corso Italia-Davenport,Break and Enter,2015,15139,22,151.2755
Corso Italia-Davenport,Break and Enter,2016,15139,15,102.494
Corso Italia-Davenport,Break and Enter,2017,15139,31,210.0271
Corso Italia-Davenport,Break and Enter,2018,15139,32,214.7939
Corso Italia-Davenport,Break and Enter,2019,15139,40,266.1698
Corso Italia-Davenport,Break and Enter,2020,15139,41,270.8237
Corso Italia-Davenport,Homicide,2014,15139,0,0.0
Corso Italia-Davenport,Homicide,2015,15139,1,6.8761600000000005
Corso Italia-Davenport,Homicide,2016,15139,0,0.0
Corso Italia-Davenport,Homicide,2017,15139,0,0.0
Corso Italia-Davenport,Homicide,2018,15139,0,0.0
Corso Italia-Davenport,Homicide,2019,15139,0,0.0
Corso Italia-Davenport,Homicide,2020,15139,1,6.605455999999999
Corso Italia-Davenport,Robbery,2014,15139,18,124.3867
Corso Italia-Davenport,Robbery,2016,15139,30,204.988
Corso Italia-Davenport,Robbery,2017,15139,32,216.8022
Corso Italia-Davenport,Robbery,2018,15139,20,134.2462
Corso Italia-Davenport,Robbery,2019,15139,33,219.5901
Corso Italia-Davenport,Robbery,2020,15139,12,79.26547
Corso Italia-Davenport,Shootings,2015,15139,0,0.0
Corso Italia-Davenport,Shootings,2016,15139,1,6.832935000000001
Corso Italia-Davenport,Shootings,2017,15139,2,13.55014
Corso Italia-Davenport,Shootings,2018,15139,0,0.0
Corso Italia-Davenport,Shootings,2019,15139,1,6.6542449999999995
Corso Italia-Davenport,Shootings,2020,15139,4,26.42182
Corso Italia-Davenport,Theft Over,2014,15139,2,13.82074
Corso Italia-Davenport,Theft Over,2015,15139,4,27.50464
Corso Italia-Davenport,Theft Over,2016,15139,2,13.665870000000002
Corso Italia-Davenport,Theft Over,2017,15139,3,20.3252
Corso Italia-Davenport,Theft Over,2018,15139,5,33.56155
Corso Italia-Davenport,Theft Over,2019,15139,6,39.92547
Corso Italia-Davenport,Theft Over,2020,15139,6,39.632740000000005
Danforth,Assault,2014,10353,99,1001.011
Danforth,Assault,2015,10353,109,1098.458
Danforth,Assault,2016,10353,88,881.6752
Danforth,Assault,2017,10353,88,873.6226
Danforth,Assault,2018,10353,111,1091.338
Danforth,Assault,2019,10353,108,1051.504
Danforth,Assault,2020,10353,65,627.8373
Danforth,Auto Theft,2014,10353,11,111.2235
Danforth,Auto Theft,2015,10353,7,70.54318
Danforth,Auto Theft,2016,10353,6,60.11422
Danforth,Auto Theft,2017,10353,7,69.49271
Danforth,Auto Theft,2018,10353,13,127.8144
Danforth,Auto Theft,2019,10353,9,87.62535
Danforth,Auto Theft,2020,10353,7,67.61325
Danforth,Break and Enter,2014,10353,39,394.3377
Danforth,Break and Enter,2015,10353,40,403.1039
Danforth,Break and Enter,2016,10353,41,410.7805
Danforth,Break and Enter,2017,10353,29,287.8983
Danforth,Break and Enter,2018,10353,30,294.9562
Danforth,Break and Enter,2019,10353,40,389.446
Danforth,Break and Enter,2020,10353,40,386.3615
Danforth,Homicide,2014,10353,0,0.0
Danforth,Homicide,2015,10353,0,0.0
Danforth,Homicide,2016,10353,0,0.0
Danforth,Homicide,2017,10353,1,9.927529
Danforth,Homicide,2018,10353,0,0.0
Danforth,Homicide,2019,10353,0,0.0
Danforth,Homicide,2020,10353,0,0.0
Danforth,Robbery,2014,10353,19,192.1133
Danforth,Robbery,2016,10353,26,260.4949
Danforth,Robbery,2017,10353,35,347.4635
Danforth,Robbery,2018,10353,38,373.6112
Danforth,Robbery,2019,10353,26,253.1399
Danforth,Robbery,2020,10353,19,183.5217
Danforth,Shootings,2015,10353,0,0.0
Danforth,Shootings,2016,10353,0,0.0
Danforth,Shootings,2017,10353,1,9.927529
Danforth,Shootings,2018,10353,0,0.0
Danforth,Shootings,2019,10353,1,9.736151
Danforth,Shootings,2020,10353,0,0.0
Danforth,Theft Over,2014,10353,3,30.33367
Danforth,Theft Over,2015,10353,5,50.38799
Danforth,Theft Over,2016,10353,4,40.07615
Danforth,Theft Over,2017,10353,3,29.782590000000003
Danforth,Theft Over,2018,10353,5,49.15937
Danforth,Theft Over,2019,10353,4,38.9446
Danforth,Theft Over,2020,10353,2,19.31807
Danforth East York,Assault,2014,18427,68,387.9286
Danforth East York,Assault,2015,18427,55,312.2516
Danforth East York,Assault,2016,18427,41,231.4031
Danforth East York,Assault,2017,18427,78,436.0221
Danforth East York,Assault,2018,18427,79,436.8503
Danforth East York,Assault,2019,18427,85,465.5493
Danforth East York,Assault,2020,18427,56,303.9019
Danforth East York,Auto Theft,2014,18427,6,34.22899
Danforth East York,Auto Theft,2015,18427,8,45.418420000000005
Danforth East York,Auto Theft,2016,18427,12,67.72774
Danforth East York,Auto Theft,2017,18427,9,50.31025
Danforth East York,Auto Theft,2018,18427,13,71.88675
Danforth East York,Auto Theft,2019,18427,9,49.29346
Danforth East York,Auto Theft,2020,18427,16,86.82911
Danforth East York,Break and Enter,2014,18427,31,176.8498
Danforth East York,Break and Enter,2015,18427,24,136.2552
Danforth East York,Break and Enter,2016,18427,42,237.0471
Danforth East York,Break and Enter,2017,18427,25,139.7507
Danforth East York,Break and Enter,2018,18427,18,99.5355
Danforth East York,Break and Enter,2019,18427,24,131.4492
Danforth East York,Break and Enter,2020,18427,33,179.085
Danforth East York,Homicide,2014,18427,0,0.0
Danforth East York,Homicide,2015,18427,0,0.0
Danforth East York,Homicide,2016,18427,0,0.0
Danforth East York,Homicide,2017,18427,0,0.0
Danforth East York,Homicide,2018,18427,0,0.0
Danforth East York,Homicide,2019,18427,0,0.0
Danforth East York,Homicide,2020,18427,1,5.426819
Danforth East York,Robbery,2014,18427,2,11.40966
Danforth East York,Robbery,2016,18427,4,22.57591
Danforth East York,Robbery,2017,18427,8,44.72022
Danforth East York,Robbery,2018,18427,10,55.2975
Danforth East York,Robbery,2019,18427,8,43.81641
Danforth East York,Robbery,2020,18427,9,48.84137
Danforth East York,Shootings,2015,18427,0,0.0
Danforth East York,Shootings,2016,18427,0,0.0
Danforth East York,Shootings,2017,18427,2,11.18005
Danforth East York,Shootings,2018,18427,0,0.0
Danforth East York,Shootings,2019,18427,1,5.477051
Danforth East York,Shootings,2020,18427,0,0.0
Danforth East York,Theft Over,2014,18427,1,5.704832
Danforth East York,Theft Over,2015,18427,3,17.03191
Danforth East York,Theft Over,2016,18427,4,22.57591
Danforth East York,Theft Over,2017,18427,0,0.0
